"Mit nevezünk ""hármas érzékelésnek""?","A sérült mellkas mozgását látom, a levegő áramlását érzem és hallom.","A sérültet háromszor megvizsgálom, hogy biztos legyek az állapotában.","A látás, hallás, szaglás alapján osztályozzuk a sérülteket.",
Mikor kielégítő a légzés?,Ha 10 másodperc alatt legalább 2 légző mozgást figyelünk meg.,Ha 10 másodperc alatt  legalább 3 légző mozgást figyelünk meg.,Ha 10 másodperc alatt legfeljebb 1 légző mozgást figyelünk meg.,
Mit nevezünk mellkas kompressziónak?,Újraélesztésnél a mellkas ütemes lenyomását és felengedését nevezzük így.,Fulladásnál a tüdőben lévő nyomásnövekedést hívjuk így.,Fulladásnál a légszomjat hívjuk így.,
Felnőtt újraélesztésnél milyen mélyen kell a mellkast lenyomni?,Kb. 5-6 cm.,Kb. 1-2 cm.,Kb. 12-15 cm,
Újraélesztésnél milyen mélyen kell a mellkast benyomni?,A mellkas keresztmetszetének 1/3-áig.,A mellkas keresztmetszetének 1/6-áig.,A mellkas keresztmetszetének 1/2-áig.,
Milyen testhelyzetben kell a mellkaskompressziót végezni?,"A sérült mellé térdelve, nyújtott karokkal, felsőtestből mozogva.","A sérült mellé guggolva, nyújtott könyökkel combból rugózva.","A sérült mellé térdelve, hajlított kézzel, karból nyomva.",
Újraélesztésnél a két kézfejet ujjaknál összekulcsolva az alsó tenyér párnás részét a mellkas középvonalára a szegycsont alsó harmadára helyezve a férfi mellbimbók vonalában kell a mellkast lenyomni.,Igaz.,Hamis.,,
"Újraélesztésnél a kezünket ökölbe szorítva erőteljes ütéseket kell mérni a mellkasra, percenként 100-120 -szor.",Hamis.,Igaz.,,
"Újraélesztésnél a test középvonalában a bordaív aljának vonalában kell erőteljes ütéseket kell mérni, percenként 100 -szor.",Hamis.,Igaz.,,
Percenkét hány lenyomásra kell törekedni a mellkaskompresszió során?,100-120,2-30,220-230,
Mellkas kompressziónál a mellkast mindig teljesen fel kell engedni.,Igaz.,Hamis.,,
Mellkas kompressziónál a mellkast sosem szabad teljesen felengedni.,Hamis.,Igaz.,,
Mennyi mellkaskompressziót kell végezni egymás után?,30,2,100,
Legfeljebb mennyi ideig szüneteltethetjük a mellkas kompressziót?,5-10 másodperc,15-20 másodperc,25-30 másodperc,
30 mellkas kompresszió után mennyi befúvást kell végezni?,2,1,3,
Szájból szájba vagy szájból orrba kell a befúvást végrehajtani?,Mindkét módszer elfogadott.,Szájból szájba.,Szájból orrba.,
"Mit kell tenni, ha több segítségnyújtó is van a közelben?","A segítség nyújtók két percenként váltják egymást, a kompressziót és a befúvást ugyanaz a segítségnyújtó hajtja végre.","A segítségnyújtók kiválasztják maguk közül a legrátermettebbet, és az a segítségnyújtó végzi a kompressziót és a befúvást a segítség megérkezéséig.","Annak az segítségnyújtónak aki először a helyszínre ért, a később érkezőket el kell küldenie, és egyedül kell végeznie a kompressziót és a befúvást.",
"Végezheti-e a befúvást az egyik, a kompressziót a másik segítségnyújtó.",A páros munkára csak a kiképzett hivatásos ellátók vállalkozzanak akik képesek időveszteség nélkül összehangolni munkájukat.,Ez az ellátási mód ajánlott a kezdő elsősegélynyújtóknak.,Ez az ellátási mód Magyarországon kifejezetten tiltott.,
Több sérült esetén mi a helyes ellátási sorrend?,"1. Eszméletlen, 2. Vérző, 3. Zúzódást szenvedett.","1. Vérző, 2. Eszméletlen, 3. Zúzódást szenvedett.","1. Eszméletlen, 2. Zúzódást szenvedett, 3. Vérző.",
Több sérült esetén mi a helyes ellátási sorrend?,"1. Erős vérzés, 2. Nyílt comb törés, 3. Klinikai halott.","1. Nyílt comb törés, 2. Erős vérzés, 3. Klinikai halott.","1. Klinikai halott, 2. Erős vérzés, 3. Nyílt comb törés.",
Több sérült esetén mi a helyes ellátási sorrend?,"1. Harmad fokú égés, 2. Zavart tudatú, 3. Horzsolások.","1. Zavart tudatú, 2. Harmad fokú égés, 3. Horzsolások.","1. Harmad fokú égés, 2. Horzsolások, 3. Zavart tudatú.",
"Igaz-e, hogy a törés, a rándulás és a ficam tünetei és ellátása hasonlóak?",Igaz.,Hamis.,,
Melyik sérülésre igaz az állítás? A csontszövet folytonossága megszakad.,Törés.,Rándulás.,Ficam.,
"Melyik sérülésre igaz az állítás? A két csontvég kimozdul a helyéről, az ízületi tok és szalag megnyúlik, vagy elszakad, azonban az ízületi felszínek a helyükön maradnak.",Rándulás.,Törés.,Ficam.,
Melyik sérülésre igaz az állítás? Az erőbehatás végén a csontvégek az ízületi vápából kimozdulva rendellenes pozícióban maradnak.,Ficam.,Rándulás.,Törés.,
"Mely állítások igazak a törés, rándulás ficam ellátására.","Mozgatási tilalom, jegelés, borogatás, rögzítés.","Masszírozás, ékszerek eltávolítása, a sérült testrész melegen tartása.","Helyre rakás, sínbe rakás, izolációs fóliába tekerés,",
"Melyik vérzésre igaz az állítás? Gyenge intenzitású, nem ritkán csupán kisebb cseppekben jelentkezik a sérült bőrfelületen.",Kapilláris/hajszáleres.,Vénás/visszeres,Artériás/ütőeres,
"Melyik vérzésre igaz az állítás? A vérzés intenzitása erős is lehet, a vér színe rendszerint sötétpiros.",Vénás/visszeres,Kapilláris/hajszáleres.,Artériás/ütőeres,
"Melyik vérzésre igaz az állítás? A vérzés tipikus jellemzője az élénkpiros, lüktető sugárban távozó vér.",Artériás/ütőeres,Kapilláris/hajszáleres.,Vénás/visszeres,
Melyik vérzéstípus ellátásának lényege a fedőkötés?,Kapilláris/hajszáleres.,Vénás/visszeres,Artériás/ütőeres,
Melyik vérzéstípus ellátásának lényege a nyomókötés?,Vénás/visszeres,Kapilláris/hajszáleres.,Artériás/ütőeres,
Melyik vérzéstípus ellátásának lényeges lépése a nyomáspont alkalmazása?,Artériás/ütőeres,Kapilláris/hajszáleres.,Vénás/visszeres,
Mik a belső vérzés tünetei?,"Sápadtság, hideg, nedves bőr, szapora pulzus, szomjúság, fázás.","Végtag görcsök, levertség, megemelkedett testhőmérséklet, verejtékezés.","Hasfájás, hasmenés, hányinger, hányás, remegés, gyengeség.",
Mik a sokk tünetei?,"Sápadtság, hideg, nedves bőr, szapora pulzus, szomjúság, fázás.","Végtag görcsök, levertség, megemelkedett testhőmérséklet, verejtékezés.","Hasfájás, hasmenés, hányinger, hányás, remegés, gyengeség.",
"Igaz-e, hogy a sokkos állapot mindig életveszélyesnek tekinthető?",Igaz.,Hamis.,,
Mitől alakul ki a sokkos állapot?,A szervezet folyadékháztartásának hirtelen megváltozásától.,A vér látványától.,Nagy öröm hatására.,
"Medence, vagy gerinc sérültnél lehet-e sokkfektetést alkalmazni?",Nem.,Igen.,,
Kell-e gerinc sérülésre gyanakodnunk magasból leesett sérültnél?,Igen.,Nem.,,
Kell-e gerinc sérülésre gyanakodnunk lépcsőről leesett sérültnél?,Igen.,Nem.,,
Kell-e gerinc sérülésre gyanakodnunk sekély vízbe ugrott sérültnél?,Igen.,Nem.,,
Kell-e gerinc sérülésre gyanakodnunk hirtelen összeeső sérültnél?,Nem.,Igen.,,
Mi a legfontosabb feladat az égési sérülések ellátásánál?,"Hűtés, hőelvonás.",Mozgatási tilalom.,Izolációs fólia használata.,
Égési sérülés hűtésére mi a legmegfelelőbb?,Víz.,Tejföl.,Napolaj.,
"Igaz-e, hogy égési sérült esetében a ruhákat és ékszereket el kell távolítani.","Igaz, de az égett területbe ragadt ruhákat/ruhadarabokat nem szabad eltávolítani.","Igaz, az égett területbe ragadt ruhákat/ruhadarabokat hirtelen kell kirántani a sebből.","Igaz, de csak az égett területbe ragadt ruhákat/ruhadarabokat kell eltávolítani.",
Melyik állítás igaz égési sérülés estében?,Csak az égett testrészt és környékét kell hűteni.,Az egész testet kell hűteni.,Mindig a csuklókat kell hűteni.,
Egészítse ki a mondatot! Az égés kiterjedésének mérésére a(z) … szabályt használjuk.,9-es,7-es,5-ös,
"A napszúrás, vagy a tartós meleg hatására bekövetkezett rosszullét a súlyosabb?",A tartós meleg hatására.,A napszúrás.,Egyforma.,
Melyek a napszúrás tünetei?,"Fejfájás, hányinger, hányás.","Kettős látás, tarkómerevség.",Nincs jellegzetes tünete.,
Napszúrás és meleg okozta rosszullét esetén mi a kezelés módja?,"Árnyékba, szellős helyre kell vinni, lefektetni, meg kell itatni, hűtőborogatást alkalmazni.","Le kell venni a ruháit és az ékszereit, és stabil oldalfekvésbe kell rakni.",Izolációs fóliát kell használni.,
Mi a hipotermia?,A testhőmérséklet tartósan 35 fok alá süllyed.,A betegségektől való kórós félelem.,A test hőmérséklete tartósan 40 fok fölé emelkedik.,
Mi a hipotermia?,Kihűlés.,A betegségektől való kórós félelem.,Magas vérnyomás.,
Mi a legfontosabb feladat a hipotermiás sérülések ellátásánál?,További hővesztés gátlása.,"Hűtés, hőelvonás.",Mozgatási tilalom.,
Okozhat-e sokkos állapotot a hipotermiás sérült hirtelen felmelegítése?,Igen.,Nem.,,
"Okozhat-e hipotermiás állapotot, az égési sérülést szenvedett, vagy lázas beteg túlzott hűtése?",Igen.,Nem.,,
Indokolt-e mérgezés gyanúja esetén a mentőhívás?,Igen.,Nem.,,
Mi a legfontosabb feladat mérgezést szenvedett sérült ellátásánál?,"Mérgezés okának kiderítése, mentőhívás, beteg állapotának figyelése.","Hányás- és hasmenés csillapítót adni, rendőrt hívni.","A mérget kiszívni, ellenmérget beadni.",
A szén-dioxid könnyebb a levegőnél?,Nem.,Igen.,,
A szén-monoxid könnyebb a levegőnél?,Igen.,Nem.,,
A szén-dioxid nehezebb a levegőnél?,Igen.,Nem.,,
A szén-monoxid nehezebb a levegőnél?,Nem.,Igen.,,
Mit kell tenni vélhetően gázzal telített térbe történő belépés előtt?,Alaposan kiszellőztetni.,"Leguggolni, és így menni be.","Semmit, mert nem szabad bemenni.",
Milyen esetben alkalmazunk Heimlich-féle műfogást?,Fulladó sérültnél.,Vízből kiemelésnél.,Spriccelő vérzés elállítására.,
Mit kell tenni a fulladó sérülttel?,Erőteljesen a lapockái közé csapni.,Stabil oldalfekvésbe kell helyezni.,Gégemetszést kell végrehajtani.,
Mit kell tenni a fulladó sérülttel?,Heimlich-féle műfogást kell alkalmazni.,Stabil oldalfekvésbe kell helyezni.,Gégemetszést kell végrehajtani.,
Maximum hányszor kell egymás után a fulladó lapockái közé csapni?,5-ször.,1-szer.,10-szer.,
Maximum hányszor kell egymás után gyomortáji lökést alkalmazni a fulladón?,5-ször.,1-szer.,10-szer.,
"Igaz-e, hogy először 5 lapockák közé mért ütést, majd 5 gyomortáji lökést kell alkalmazni a léguti idegen test távozásáig?",Igaz.,Hamis.,,
"Indokolt-e mentőt hívni, ha sikerült megszüntetni a légúti elzáródást?",Igen.,Nem.,,
Bele lehet-e fulladni sekély vízbe?,Igen.,Nem.,,
"Veszélyes-e alkoholos, vagy bódult állapotban vízbe ugrani?",Igen.,Nem.,,
"Mi az a növekvő négyszögek módszer, és hol használják?","Pásztázási módszer vízbe esett felkutatására, melyet tavi körülmények között használnak.","Pásztázási módszer vízbe esett felkutatására, melyet folyami körülmények között használnak.",Lékesedés esetén egyre nagyobb lékponyvát kell a lékre helyezni.,
A növekvő négyszögek módszer használatakor hogyan változnak a megtett távolságok?,Minden második derékszögű forduló után az első hosszal növekszik a megtett út.,Minden második derékszögű forduló után duplázódik a megtett távolság.,Minden harmadik derékszögű forduló után duplázódik a megtett távolság.,
Mit lát az ábrán?,A vízbeesettek keresésére szolgáló eltolt háromszögek módszerét.,Környezetre ártalmas anyagot szállító hajó megkülönböztető jelzését.,Hatósági hajó megkülönböztető jelzését.,Eltolt haromszogek modszere
Hol használjuk az alábbi keresési módot?,Álló vízen.,Folyó vízen.,"Álló, és folyó vízen egyaránt.",Eltolt haromszogek modszere
Az ábrán látható keresési módot hogyan hajtjuk végre?,"A fordulóknál a menetirányunkhoz képest 120 fokkal kell elfordulni, mindig azonos irányban.","A fordulóknál a menetirányunkhoz képest 60 fokkal kell elfordulni, mindig azonos irányban.","A fordulóknál a menetirányunkhoz képest 180 fokkal kell elfordulni, mindig azonos irányban.",Eltolt haromszogek modszere
Mit lát az ábrán?,A vízbeesettek keresésére szolgáló növekvő négyzetek módszerét.,A diagonális palánkolási mód elvi vázlatát.,Szendvics szerkezetű műanyag hajó csúszásgátló felületének kiképzését.,Novekvo negyzetek modszere
Hol használjuk az alábbi keresési módot?,Álló vízen.,Folyó vízen.,"Álló, és folyó vízen egyaránt.",Novekvo negyzetek modszere
Az ábrán látható keresési módot hogyan hajtjuk végre?,"Két egymást követő szakasz egyforma hosszú, a következő kettő egy egységgel hosszabb.","Két egymást követő szakasz egyforma hosszú, a következő kettő hossza az előző duplája.","Két egymást követő szakasz egyforma hosszú, a következő kettő egy egységgel rövidebb.",Novekvo negyzetek modszere
Hol használjuk az alábbi keresési módot?,Folyó vízen.,Álló vízen.,"Álló, és folyó vízen egyaránt.",Kigyo vonalban
Az alábbiak közül melyik keresési módot/módokat használják álló vízen?,a. és b.,a. és c.,c.,Keresesi modok
Az alábbiak közül melyik keresési módot/módokat használják folyó vízen?,c.,a. és b.,a.,Keresesi modok
"Használható e vízből mentéshez például gumimatrac, vagy egyéb strandeszköz, ha nincs a hajón mentőpatkó, vagy mentőgyűrű?","Igen, szükség esetén bármilyen tárgy ami erre alkalmas, igénybe vehető az életmentéshez.","Nem, mert minden hajón van mentőgyűrű, vagy mentőpatkó.","Nem mert nem biztonságos, és kicsúszhat a bajbajutott alól.",
Vízből mentésnél hogyan közelítjük meg a mentendőt álló vízen?,"Széllel szemben, legfeljebb negyed szélben.",Félszélben.,"Hátszélben, háromnegyed szélben.",
Vízből mentésnél hogyan közelítjük meg a mentendőt folyó vízen?,Hegymenetben.,Völgymenetben.,"Hegymenetben, vagy völgymenetben szabadon választható.",
A vízből mentésnél a mentendőt jobb vagy bal oldalról kell megközelíteni?,Mindegy.,Jobb.,Bal.,
"A vízből mentésnél a mentendőt szél alól, vagy szél felől kell megközelíteni álló vízen?",Szél alól.,Szél felől.,Mindegy.,
"Vízből mentésnél, milyen sebességgel kell a mentendő mellé érni?",Nullához közeli sebességgel.,A hajó manőversebességével.,Minél gyorsabban.,
"Mit kell tennünk amikor a mentendő mellé érünk, ha gépi erővel közelítjük meg?","A gépet üresbe kell rakni, vagy le kell állítani.",A gépet előre menetbe kell hagyni.,A gépet hátramenetbe kell rakni.,
Helyes-e a mentendő megközelítése az ábrán látható módon? A nyíl a folyás vagy a sodrás irányát jelöli.,Igen.,Nem.,,Mentes kgh jo 1
Helyes-e a mentendő megközelítése az ábrán látható módon? A nyíl a folyás vagy a sodrás irányát jelöli.,Nem.,Igen.,,Mentes kgh rossz 1
Helyes-e a mentendő megközelítése az ábrán látható módon? A nyíl a szél irányát jelöli.,Igen.,Nem.,,Mentes vkh jo 1
Helyes-e a mentendő megközelítése az ábrán látható módon? A nyíl a szél irányát jelöli.,Nem.,Igen.,,Mentes vkh rossz 1
Hogyan kell a vízbe esett bajbajutottat kisgéphajóval megközelíteni?,"Széllel és/vagy áramlással szemben, a szél alatti oldalon maradva.","Széllel és/vagy áramlással szemben, a szél feletti oldalon maradva.","A legrövidebb időn belül, az mindegy hogyan.",
"A vízből mentésnél a megközelítés végső stádiumában a mentendőnek, a hajó melyik oldalán kell lennie?",Luv.,Lee.,Mindegy.,
"Mit kell tennünk amikor a mentendő mellé érünk, ha vitorlával közelítjük meg?",Vitorlákat kilobogtatni.,A fokkal beggelni.,Vitorlákat behúzni.,
Milyen veszélyeket rejthet a vízből mentett hajóba történő beemelése?,"Kisebb hajóval, csónakkal végzett mentésnél felborulhatunk.",A hajó oldalán történő beemelésnél mindig fennáll a borulás veszélye.,A hajó orránál és faránál történő beemelésnél mindig fennáll a borulás veszélye.,
Milyen veszélyeket rejthet a vízből mentett hajóba történő beemelése?,Ha háton emeljük be a mentendőt gerincsérülést okozhatunk neki.,Ha háttal próbáljuk beemelni nem lát minket és megijedhet a mentendő.,Ha háttal emeljük be a mentendőt vizet nyelhet.,
Hogyan minimalizálható a hajómotorok környezetterhelése?,"Idejében elvégzett karbantartásokkal, a pontos, szakszerű beállításokkal és a gyár által előírt kenő és üzemanyagok használatával.",A gyártó által erre a célra javasolt adalékok rendszeres használatával.,"Megfelelő idejű bemelegítéssel, és a benzinkutak extra üzemanyagainak rendszeres használatával.",
"Mire kell ügyelni a hajón keletkezett hulladékok eltávolításakor, kezelésekor?","Semmilyen szennyeződés nem juthat a hajóból vízbe, olajat, veszélyes hulladékot, szennyvizet a parton erre rendszeresített tárolókba kell elhelyezni, üríteni.",A környezetre nem káros hulladékok a parttól 300 méterre vízbe dobhatóak.,"Tavon semmilyen hulladék nem dobható a vízbe, folyamon az erre vonatkozó külön rendelkezések szerint van lehetőség rá.",
Mit szabad a vízbe dobni?,Semmit.,Szervetlen anyagokat.,Bármit ami elsüllyed.,
Milyen módon kell a hajón a hulladékot gyűjteni?,"Szelektíven, zárható edényben.","A hajón nem kell hulladékot gyűjteni, a vízbe kell dobni.",A hulladékot a fedélzeten elhelyezett olajos hordóba kell dobni.,
Kell-e rögzíteni a hulladék tárolására szolgáló eszközt.,Igen.,Nem.,,
A WC-vel felszerelt hajón kell-e lennie szennyvíz tartálynak?,Igen.,Nem.,,
Szabad-e a hajón tartály nélküli WC-t üzemeltetni.,Nem.,Igen.,,
"Mit kell tenni, ha tankoláskor üzemanyag kerül a vízbe?","Értesíteni kell a vízirendészetet (107, 112).",Ultrát kell rászórni.,Nem kell tenni semmit.,
"Mit kell tenni, ha tankoláskor üzemanyag kerül a vízbe?","Értesíteni kell a katasztrófavédelmet (105, 112).",Ultrát kell rászórni.,Nem kell tenni semmit.,
"Mit kell tenni, ha tankoláskor üzemanyag kerül a vízbe?",Értesíteni kell a területileg illetékes vízügyi igazgatóságot.,Ultrát kell rászórni.,Nem kell tenni semmit.,
Hol kell elhelyezni kabinos hajóban a kézi tűzoltó készüléket?,A kabin bejárat mellett,Az orrban,"A géptérben, a motor mellett.",
Hol kell tárolni egy gázpalackot a hajón?,"A lakótértől elkülönített, jól szellőző, naptól, sugárzó hőtől védett zárt helyen.",A kézi tűzoltó készülékre kell ezeket rakni.,Kizárólag a vízvonal alatt szabad tárolni.,
Mire vezethető vissza legtöbbször a tüzek keletkezése?,Felelőtlenség.,Környezeti hatás.,Globalizáció.,
Milyen módon kell a hajón a tűzveszélyes anyagokat tárolni?,"A lakótértől elkülönített, jól szellőző, naptól, sugárzó hőtől védett zárt helyen.",A kézi tűzoltó készülékre kell ezeket rakni.,Kizárólag a vízvonal alatt szabad tárolni.,
Miben szabad üzemanyagot tárolni?,Az erre a célra rendszeresített minőségi tanúsítvánnyal rendelkező eszközben.,"Akármiben, de rá kell írni, hogy mi van benne.","Akármiben, de egy edényben mindig csak egy fajta üzemanyagtípust szabad tárolni.",
Hogyan kell ellenőrizni összeszerelés után a PB palack tömítettségét.,Szivárgás ellenőrző spray-vel.,Gyufával.,Kóccal.,
Milyen típusú tüzek oltására alkalmas a porral oltó készülék?,"A,B,C típusúakra és elektromos tüzekre 1000 V feszültségig.","A, B, C,típusokra és minden elektromos tűz oltására.","A,B,C,D típusú tüzekre.",
Téli tárolás idejére hogyan kell eljárni a poroltóval?,"Nincs vele tennivaló, marad a helyén.","Ki kell venni a hajóból, fagymentes és száraz helyiségben tárolni a téli állás alatt.","Ki kell venni, mert a kikötő személyzet intézkedik az esedékes felülvizsgálatáról.",
"Elektromos tüzek oltására használható e az A,B,C kategóriájú tüzek oltására alkalmas készülék?","Igen, 1000 Volt feszültségig.",Nem.,"Igen, nincs feszültség korlátozás, mert az oltóanyag nem vezeti az áramot.",
Mi a hatásmechanizmusa a porral oltásnak?,"Az oltóanyag elzárja a levegőtől az égő anyagot, valamint magas hő hatására széndioxid szabadul fel.","Az oltóanyag magas hő hatására folyadékká alakul, és lefedi, valamint lehűti a tüzet.","Az oltóanyag  gőzzé alakul a magas hő hatására, és elfolytja, valamint lehűti a tüzet.",
Hol kell a kézi tűzoltó készüléket elhelyezni?,A tűzveszélyes helyek közelében.,A menekülési útban.,A légkamrában.,
Hol kell a kézi tűzoltó készüléket elhelyezni?,Könnyen hozzáférhető helyen.,A menekülési útban.,A légkamrában.,
Hogyan kell a kézi tűzoltó készüléket elhelyezni?,Könnyen oldható rögzítéssel.,Lopásvédelemmel ellátott fix rögzítéssel.,Nem szabad rögzíteni.,
Milyen veszélye van a szén-dioxiddal oltó készüléknek?,"A gáz alulról tölti ki a teret, így fulladásveszélyt okozhat.","Előfordulhat, hogy nem jön ki belőle az oltópor.","Nincs veszélye, ez a legbiztonságosabb oltókészülék.",
"Mi az első lépés, ha tűz üt ki a hajón?",A hajóban tartózkodó személyek kimentése.,"A gázpalack, benzinkanna eltávolítása a hajóról.",A tűzoltók értesítése.,
Mi az az égési háromszög?,"A levegő, a hő és az éghető anyag hármasa, amelynek egyidejű jelenléte az égés alapfeltétele.","A levegő, a tűz és az éghető anyag hármasa, amelynek egyidejű jelenléte az égés alapfeltétele.","A levegő, a hő és a tűz hármasa, amelynek egyidejű jelenléte az égés alapfeltétele.",
Elegendő e a tűz eloltásához ha az égési háromszögnek csak az egyik tényezőjét vonjuk el?,Igen.,"Igen, de csak elméletben.",Nem.,
Mi jellemző a kompozit műgyanta égésére?,"Heves gázképződés, sűrű fekete, mérgező füst formájában.",Mérsékelt gázképződés mellett az anyag leginkább parázslik.,Heves gázképződés mellett az anyag leginkább parázslik.,
Hány alapfeltétele van az égésnek?,3,1,5,
"Az égés alapfeltételei közül mennyit kell minimálisan megszüntetni, hogy a tűz elaludjon?",1,3,2,
Honnan tudható meg a tűzoltó készülék lejárati időpontja?,A készüléken hitelesítéskor felragasztható matricán feltüntetik.,Az interneten kell megnézni.,A tűzoltóság diszpécserét kell megkérdezni a 105-ös számon.,
"Honnan tudható meg, hogy milyen tüzek oltására alkalmas tűzoltó készülékünk?","A készüléken feltüntetett piktogramokból, és betűjelzésekből.",Az interneten kell megnézni.,A tűzoltóság diszpécserét kell megkérdezni a 105-ös számon.,
"Kell-e a tűzoltóságot értesíteni, ha sikerült a tüzet eloltani?",Igen.,Nem.,,
Milyen számon kell a tűzoltóságot értesíteni?,"105, vagy 112.","104, vagy 112.","107, vagy 112.",
A tűz melyik részét kell célozni a kézi tűzoltó készülékkel?,A felénk eső részét.,A közepét.,A tőlünk távolabbi felét.,
Mitől keletkezik felhajtó erő a vitorlán?,"A vitorla lee oldalán felgyorsul a levegő, nyomása csökken, a luv oldalon lecsökken a levegő sebessége és nyomása megnő.","A vitorlában összegyűlt levegő tömege nagyobb lesz, mint a vitorla előtt lévő levegőé.",A levegő nyomása és a víz felhajtóerejének eredőjéből származtatható.,
"Igaz-e, hogy a vitorlán keletkező felhajtó erő azért alakul ki, mert a vitorla külső oldalán hosszabb utat tesz meg a levegő, mint a belsőn?",Nem.,Igen.,,
"Igaz-e, hogy a vitorlán keletkező felhajtó erő azért alakul ki, mert a vitorla körül cirkuláló levegőt, a vitorla külső oldalán erősíti, a belső oldalán gyengíti, a látszólagos szél?",Igen.,Nem.,,
"Milyen, komponensekre bontható a vitorlán ébredő felhajtóerő?",Előre mutató (haladást eredményező) és oldalra mutató (döntő),Előre mutató (haladást eredményező) és lefelé mutató (döntő),Előre mutató (haladást eredményező) és hátra mutató (fékező),
Mennyire kell megfeszíteni a vitorlák felhúzó köteleit gyenge szélben?,Nem szabad nagyon megfeszíteni.,A lehető legjobban meg kell feszíteni.,A vitorla felhúzó kötelének feszességét nem lehet állítani.,
Mennyire kell megfeszíteni a vitorlák felhúzó köteleit erős szélben?,A lehető legjobban meg kell feszíteni.,Nem szabad nagyon megfeszíteni.,A vitorla felhúzó kötelének feszességét nem lehet állítani.,
Mikor kell öblösre állítani a vitorla profilt?,Gyenge szélben.,Erős szélben.,Mindig.,
Mikor kell laposra állítani a vitorla profilt?,Erős szélben.,Gyenge szélben.,Mindig.,
"Mi a csúszás?",A hajó oldalirányú sodródása.,A nagy sebességgel való közlekedés.,"Lassan farral beállás, a kikötőhelyre.",
Mi a látszólagos szél?,A valós szél és a menetszél vektoriális eredője.,A menetszél és a közegellenállás vektoriális eredője.,A hátszél és a szembeszél vektoriális eredője.,
A hajótest keresztirányú dőlésének növelésével a tőkesúlyos hajó visszabillentő nyomatéka…,növekszik.,csökken.,"a hajótest kialakításától függő kitérítési szögig növekszik, utána csökken.",
A tőkesúlyos hajók kezdeti stabilitása….,csak a hajótest formájától függ.,kicsi.,nagy.,
A hajótest keresztirányú dőlésének növelésével a svertes hajó visszabillentő nyomatéka…,"a hajótest kialakításától függő kitérítési szögig növekszik, utána csökken.",növekszik.,csökken.,
A svertes hajóknál a legénység hajótesten belüli elhelyezkedésének…,jelentős hatása van a hajó úszási helyzetére.,hatása nem jelentős hajó úszási helyzetére.,csak gyenge szélben van hatása a hajó úszási helyzetére.,
Mi a jolle?,"Alacsony oldalmagasságú, általában nyitott, ballaszt nélküli svertes vitorlás.","Olyan svertes, cat vitorlázatú, cockpittel rendelkező vitorlás, amely vízzel megtelve is úszóképes.",Minden kajüt nélküli svertes vitorlás jolle.,
Milyen hajótípust lát az ábrán?,Svertes.,Tőkesúlyos.,Svert-kieles.,Vitorlas svertes
Milyen hajótípust lát az ábrán?,Tőkesúlyos.,Svertes.,Svert-kieles.,Vitorlas kiel 1
Milyen hajótípust lát az ábrán?,Tőkesúlyos.,Svertes.,Svert-kieles.,Vitorlas kiel 2
Milyen hajótípust lát az ábrán?,Svert-kieles.,Tőkesúlyos.,Svertes.,Vitorlas svert-kiel 1
Milyen hajótípust lát az ábrán?,Svert-kieles.,Tőkesúlyos.,Svertes.,Vitorlas svert-kiel 2
Melyik kifejezés jelentése a két testű hajó?,Katamarán.,Trimarán.,Szkúner.,
Melyik kifejezés jelentése a három testű hajó?,Trimarán.,Katamarán.,Szkúner.,
Melyik vitorlázat áll egy vitorlából?,Kutt,Kutter,Szlup,
"Melyik vitorlázat áll két vitorlából (fok, grósz)?",Szlup,Kutter,Kutt,
Melyik vitorlázat áll három vitorlából (két fok egy grósz)?,Kutter,Szlup,Kutt,
Melyik vitorlázatot látja az ábrán?,Kutt,Kutter,Szlup,Kutt
Melyik vitorlázatot látja az ábrán?,Szlup,Kutter,Kutt,Szlup
Melyik vitorlázatot látja az ábrán?,Kutter,Szlup,Kutt,Kutter
Mire szolgál a tőkesúly?,"A csúszás mérséklésére, visszabillentő nyomaték létrehozására.",A merülési vonal beállítására.,"Az úszás segítése, a hasznos teher növelése.",
Mire szolgál a svert?,A csúszás csökkentésére.,A stabilitás növelésére.,A hullámok szétvágására.,
Mi az alba?,A bum lefeszítésére szolgáló csigasor.,A grósz behúzására szolgáló csigasor.,A fok behúzására szolgáló csigasor.,
Mi a dingi jelentése?,"Svertes kishajó, csónak.",Vitorlás deszka.,Felépítményes hajó.,
Mi a jolle jelentése?,"Svertes kishajó, csónak.",Vitorlás deszka.,Felépítményes hajó.,
Hány testű hajótípus a katamarán?,2,1,3,
Hány testű hajótípus a trimarán?,3,2,1,
Mi a kiel?,A hajó gerince.,A ballaszttartály.,A trapézlétra.,
"Milyen vitorlázatú, és milyen vitorlákkal szerelt a tőkesúlyos hajók általában?",A legtöbb hajó bermuda-vitorlával szerelt slup vitorlázatú.,A legtöbb hajó gaffvitorlával szerelt schooner vitorlázatú.,A legtöbb hajó sprietvitorlával szerelt cat vitorlázatú.,
Bindereff esetén a vitorla melyik részét akasztjuk a reff-kampóra?,A reff szemet.,A Cunningham-szemet,A hals-on lévő szemet.,
Milyen kötelekből áll a vitorlás állókötélzete?,Vantnik és stágok.,Fallok és sottok.,Toppnant és dirk.,
Milyen kötelekből áll a vitorlás futókötélzete?,Fallok és sottok.,Wantok és stágok.,Jumpstag és babystag.,
