222,,"Merre található az északi irány a térképeken, ha külön erre utaló jelölést nem látunk rajta?",A térkép felső éle felé.,A térkép alsó éle felé.,A méretaránytól függően vagy jobbra vagy balra esik az északi irány.,
223,,A vízmércéken mért vízállásból mire lehet következtetni?,A merülési korlátozásokkal érintett területeken mérhető vízmélységekre.,A vízmérce szelvényében fennálló legnagyobb vízmélységre.,"Arra, hogy az adott víziút apadó- vagy áradó jellegű fázisban van.",
224,,"Igaz e, hogy Buda a Duna jobb partján található?",Igaz.,Hamis.,,
225,,A GPS helyzetmeghatározás minden körülmények között lehetséges?,Nem.,Igen.,,
226,,Mit nevezünk a folyókon hegymenetnek?,A folyó forrása felé való haladást jelenti.,A folyó torkolata felé való haladást jelenti,A folyókon a hegymenet irányát a hatóságok állapítják meg.,
227,,Mit nevezünk a folyókon völgymenetnek?,Általánosan a folyó torkolata felé történő haladás.,A folyó forrása felé való haladást jelenti.,A folyókon a völgymenet irányát a hatóságok állapítják meg.,
228,,"Folyón a hajó orra a folyásiránnyal szemben mutat, a parthoz képest a folyásirányban mozog, a hajtása előrementbe kapcsolt. Hegymenőnek, vagy völgymenőnek számít a víziközlekedési szabályok szerint?",Hegymenőnek.,Völgymenőnek.,"Egyiknek sem, az ilyen hajó a közlekedés szempontjából veszteglő, hiszen ez a helyzet csakis horgonyzáskor fordulhat elő.",
229,,Mi a vízállás?,"A vízszint magassága illetőleg mélysége a vízmérce nulla-pontjának, mint viszonyítási pontnak a szintjétől.","Állóvizeken, tavakon az áramlásoktól mentes vízterület a vízállás.","A vízszint magassága illetőleg mélysége a vízmérce legalsó pontjának, mint viszonyítási pontnak a szintjétől.",
230,,Hogyan mérjük a vízállást?,A vízterületen elhelyezett vízmércéről tudjuk leolvasni.,Hajóról minden nap ultrahangos vízmélység mérővel mérik le.,Az aktuális vízhozamból számolják ki.,
231,,Milyen jelölésekkel rendelkezik a vízmérce?,2 centiméteres osztás és deciméteres számozás.,5 centiméteres osztás és deciméteres számozás.,Egy centiméteres osztás és 5 centiméteres számozás.,
232,,Milyen vízállást olvas le az ábrán látható vízmércéről?,56 centiméter,"5,6 centiméter",56 deciméter,Kep7 56.jpg
233,,Milyen vízállást olvas le az ábrán látható vízmércéről?,48 centiméter,"4,8 centiméter",48 deciméter,Kep8 48.jpg
234,,Milyen vízállást olvas le az ábrán látható vízmércéről?,2 deciméter és  6 centiméter,26 deciméter,"2,6 centiméter",Kep9 26.jpg
235,,Hol mérik a Balatonon a hivatalos vízállást?,Siófokon,Balatonfüreden,Tihanynál,
236,,Alapvetően mitől függ egy folyó vízhozama?,A vízgyűjtő terület nagyságától és a vízgyűjtő területről lefolyó víz mennyiségétől.,"A mellék folyók számától, a torkolat távolságától.","A folyó gázlóinak számától, a hidak pilléreinek méretétől és elhelyezkedésétől.",
237,,Milyen vízállás kategóriákat ismerünk?,"Megkülönböztetünk kisvizet, középvizet és magas vizet, továbbá árvizet","Megkülönböztetünk alsó vizet, középvizet és felső vizet, továbbá árvizet.","Megkülönböztetünk mellékvizet, felvizet, alvizet és közepes vizet.",
238,,Mit nevezünk vízjárásnak?,A vízhozam és a vízállás többé-kevésbé szabályszerű ingadozását.,A folyó mederkeresztmetszetén időegység alatt átfolyó víz mennyiségét.,A mederben a vízszint magasságát.,
239,,Mi jellemzi a folyó sodorvonalának és a folyó középvonalának viszonyát?,Ezek az un. inflexiós pontban metszik egymást.,Ezek mindig egy vonalba esnek.,Ezek sohasem metszik egymást.,
240,,Mi a sodorvonal?,A vízfolyások legnagyobb áramlási sebességű pontjait összekötő vonal.,A vízfolyások legmélyebb pontjait összekötő vonal.,A vízfolyások legkisebb áramlási sebességű pontjait összekötő vonal.,
241,,Mi hozhat létre áramlatokat a tavakon?,"A folyamatosan egy irányból fújó szél, vagy folyó befolyás.",A meder lejtése és a vízmélység különbség.,"A vízhőfok különbségek az egyes vízterületek között, valamint a vízkivételi művek hatásai.",
242,,Hogyan változik a folyóvíz sebessége mederszűkületben?,A vízfolyás sebessége felgyorsul.,A vízfolyás sebessége lelassul.,A vízfolyás sebessége nem változik.,
243,,Mi a limány jellemzője?,"Rendellenes, sokszor a folyó folyási irányával ellentétes irányú áramlás.","Az álló vizek, tavak áramlást végző területei.",Rendkívül sebes áramlási szakasz a folyóvízen.,
244,,Mit tapasztalunk duzzasztóműhöz völgymenetben közeledve?,"A vízfolyás sebessége lecsökken, a vízmélység megnövekszik, és a meder kiszélesedik.","A vízfolyás sebessége felgyorsul, a vízmélység lecsökken, és a meder kiszélesedik.","A vízfolyás sebessége és a vízmélység lecsökken, a meder összeszűkül.",
245,,Duzzasztómű környezetében általában a folyó melyik részén hajózunk?,Al- és felvízen a zsilip oldali partok mentén.,"A duzzasztómű felett a folyót teljes szélességében hajózható, az alvízi oldalon a zsilip oldali part mentén hajózunk.","A duzzasztómű alvízi oldalán a folyó teljes szélességében jól hajózható, a felvízen a zsilip oldali part mentén hajózunk.",
246,,Mi az uralkodó szélirány a Balatonon?,Észak-nyugati,Dél-keleti,Észak-keleti,
247,,Mitől függ a szél hajóra gyakorolt hatása?,"A szél sebességétől, a szélnek kitett felület nagyságától, a hajó vízbe merülő részének méretétől.","A szél irányától, a hajó sebességétől, a vízmélységtől.","A szél sebességétől,  a hajó kormányképességétől, a hajó alatti víz mélységétől.",
248,,Milyen skálát használunk a szél erősség becslésére?,Beaufort skálát.,Fahrenheit skálát.,Coriolis skálát.,
249,,Merre fúj az észak-keleti szél?,Dél-nyugatra,Észak -keletre,Északról fúj keletre,
250,,Merre fúj a dél-keleti szél?,Észak-nyugatra,Délről fúj keletre.,Dél-keletre,
251,,Adja meg az északi szél irányát fokban!,0 fok,180 fok,270 fok,
252,,Adja meg a dél-keleti szél irányát fokban!,135 fok,90 fok,45 fok,
253,,Adja meg a nyugati szél irányát fokban!,270 fok,90 fok,225 fok,
254,,"Hány fokozatú a belvízen használt, alap Beaufort skála?",13 fokozatú.,10 fokozatú.,8 fokozatú.,
255,,Melyik a hidegfront jellemzője?,"Érkezése előtt a légnyomás mindig csökken, utána gyakran igen gyorsan emelkedik.","A légnyomás az érkezése előtt mindig erősen süllyed, átvonulása után általában nem változik.",Érkezése előtt a légnyomás mindig emelkedik utána gyakran igen gyorsan csökken.,
256,,Melyik a melegfront jellemzője?,"A légnyomás az érkezése előtt mindig erősen süllyed, átvonulása után általában nem változik.","Érkezése előtt a légnyomás mindig csökken, utána gyakran igen gyorsan emelkedik.",Érkezése előtt a légnyomás mindig emelkedik utána gyakran igen gyorsan csökken.,
257,,Melyik meteorológiai jelenség sematikus ábrázolását látja a képen?,Hidegfront,Melegfront.,Ciklon.,Kep14 Hideg.jpg
258,,Melyik meteorológiai jelenség sematikus ábrázolását látja a képen?,Melegfront,Hidegfront,Ráfutó szél,Kep15 Meleg.jpg
259,,Mit nevezünk ködnek?,"A levegőben állandóan jelenlévő vízgőz, vagyis páratartalom kicsapódási formáját.",A levegőben állandóan jelenlevő gázok kicsapódási formáját.,A levegőben állandóan jelenlévő vízgőz nulla fok alatti megszilárdult megjelenése.,
260,,Mit nevezünk harmatpontnak?,"Azt a hőmérséklet, melyre az adott légtömegnek le kell hűlnie ahhoz, hogy a benne lévő vízgőz vízzé kicsapódjon. ","Az a páratartalom érték, amikor az adott légtömegben lévő vízgőz vízzé csapódik ki.","Az a légnyomás érték, amikor az adott légtömegben lévő vízgőz vízzé csapódik ki.",
261,,"Minek nevezzük azt a jelenséget, amikor a kásás jégből kezdenek kialakulni a nagyobb jégtáblák.",Elsődleges jégzajlás.,Másodlagos jégzajlás.,Jégtorlasz.,
262,,"Minek nevezzük azt a jelenséget, amikor az összeállt jégtáblákból, összefüggő jégtakaróból letöredeznek kisebb jégtáblák és a víz felszínén sodródnak.",Másodlagos jégzajlás.,Elsődleges jégzajlás.,Rianás.,
263,,Befolyásolja-e a vízszennyezés a jégképződés folyamatát?,"Igen, általában lassítja a folyamatot.","Igen, általában gyorsítja a folyamatot.",Nem befolyásolja.,
264,,Melyik vízterületeinken működik vihar előrejelző szolgálat?,"Balaton, Velencei-tó, Fertő-tó, Tisza-tó.","Balaton, a Duna budapesti szakasza, Tisza folyó.","Balaton, Tisza-tó, Hármas-Kőrös duzzasztott részei.",
265,,Melyik állítás jellemző a viharjelzésre az alábbiak közül?,Szezonálisan üzemel.,Egész évben üzemel.,Csak napkeltétől napnyugtáig üzemel.,
266,,A viharjelző rendszer jelzőfényei hányszor villannak fel egy perc leforgása alatt első- és másodfokú jelzés esetén?,"45 , 90","30 , 60","60 , 30",
267,,Érdemes-e útitervet készíteni:,Igen.,Nem.,,
268,,Mit értünk útiterv készítés alatt?,Az utazás megkezdése előtt felmérjük egyik pontból a másikba való eljutás során felmerülő akadályok leküzdésének módját és a készletek utánpótlási lehetőségét.,"A térképen berajzoljuk a indulási helyünk, és a végcélunk közti egyenest.","A téli időszakban eltervezzük és le is írjuk, hogy nyáron hova megyünk el hajózni.",
269,,"Hosszabb útra indulva kishajóval, célszerű-e útvonaltervet készíteni?","Nem kötelező, de érdemes.",Több napos út esetén kötelező.,,
270,,Melyek egyéni mentőeszközök?,"Mentő mellény, mentő patkó, mentő gyűrű.","Mentőcsónak, mentő pad.","Dobókörte kötéllel, szapoly",
271,,Melyek kollektív mentőeszközök?,"Mentőcsónak, mentő pad.","Mentő mellény, mentő patkó, mentő gyűrű.","Tűzponyva, lékponyva.",
272,,Hínáros vízbe esve mi a helyes viselkedés?,"A lehető legkevesebb mozgással kell haladni, a karra, lábra tekeredett hínár szárakat le kell tépni.","Le kell úszni a víz alá, és a tövénél kihúzni a hínárt.","Ugyanúgy kell úszni benne, mint hínár mentes vízben.",
273,,"Mire következtet, ha egy hajót állandó orrszög alatt lát, és útvonaluk keresztezi egymást?","Ha egyikünk sem változtat menetirányán, vagy sebességén össze fogunk ütközni.","A másik hajó horgonyon vagy bóján áll, és a parallaxis hiba miatt látom keresztezőnek az útvonalat.","Egyikünknek sem szabad változtatni útirányán és sebességén, mert így elkerüljük az összeütközést.",
274,,Mit hívunk orrszögnek?,"A hajó hossztengelye, valamint a hajó és a céltárgyat összekötő egyenes által bezárt szög a hajó orrától mérve.","A hajó hossztengelye, valamint a hajó és a céltárgyat összekötő egyenes által bezárt szög a hajó farától mérve.","A hajó kereszttengelye, és a fedélzet síkjának szöge az orr irányába nézve.",
275,,"Lékesedés esetén mit lehet tenni, ha nem sikerül a vízbetörést elhárítani és a hajó gyorsan süllyed?","Partra kell futtatni a hajót ott, ahol erre alkalmas a part kiképzés.","Amint ez bebizonyosodik, azonnal el kell hagyni a hajót.",A legrövidebb időn belül horgonyt kell dobni.,
276,,Mi az elsősegélynyújtás célja?,"Az élet megmentése, további egészségkárosodás megakadályozása, gyógyulás elősegítése.",A társadalmi és erkölcsi normának megfelelően viselkedni a balesetet szenvedett közelében.,"A mentőket riasztani, és még a mentők kiérkezése előtt a baleset helyszínére érni, hogy mi tájékoztathassuk a kiérkező mentőket.",
277,,Köteles-e a hajó vezetője elsősegélyt nyújtani?,Igen.,Nem.,,
278,,"Köteles-e a hajó vezetője gondoskodni arról, hogy a beteg a legközelebbi alkalmas helyen, egészségügyi ellátásban részesülhessen?",Igen.,Nem.,,
279,,Köteles-e mindenki a tőle elvárható módon elsősegélyt nyújtani?,Igen.,Nem.,,
280,,Változhat-e az újraélesztési protokoll?,"Igen, 5 évenként felülvizsgálják a statisztikák, klinikai tanulmányok és az újabb eszközök, gyógyszerek alapján.","Nem, mert a jól bevált módszeren nem kell és nem is szabad változtatni.","Nincs újraélesztési protokoll, ezért nem is változhat.",
281,,Milyen számon kell a mentőket értesíteni?,"104, vagy 112.","105, vagy 112.","107, vagy 112.",
282,,Hogyan biztosítunk átjárható légutat?,"A fejet a hajas fejbőr kezdeténél, és az állnál megfogva hátra hajtjuk.","Két ujjal kihúzzuk a nyelvet és gondoskodunk róla, hogy ne kerülhessen vissza a szájüregbe.",Az elsősegély dobozban található intubáló szett segítségével.,
283,,Hogyan vizsgáljuk a légzést?,Fülünket a sérült szája elé helyezve figyeljük a mellkas mozgást.,"A sérült mellé fekszünk, mert így tudjuk a legjobban megfigyelni a mellkas mozgást.","A sérült szája és orra elé tollpihét, vagy hasonló tárgyat teszünk.",
284,,"Mit nevezünk ""hármas érzékelésnek""?","A sérült mellkas mozgását látom, a levegő áramlását érzem és hallom.","A sérültet háromszor megvizsgálom, hogy biztos legyek az állapotában.","A látás, hallás, szaglás alapján osztályozzuk a sérülteket. ",
285,,Mikor kielégítő a légzés?,Ha 10 másodperc alatt legalább 2 légző mozgást figyelünk meg.,Ha 10 másodperc alatt  legalább 3 légző mozgást figyelünk meg.,Ha 10 másodperc alatt legfeljebb 1 légző mozgást figyelünk meg.,
286,,Mit nevezünk mellkas kompressziónak?,Újraélesztésnél a mellkas ütemes lenyomását és felengedését nevezzük így.,Fulladásnál a tüdőben lévő nyomásnövekedést hívjuk így.,Fulladásnál a légszomjat hívjuk így.,
287,,Felnőtt újraélesztésnél milyen mélyen kell a mellkast lenyomni?,Kb. 5-6 cm.,Kb. 1-2 cm.,Kb. 12-15 cm,
288,,Újraélesztésnél milyen mélyen kell a mellkast benyomni?,A mellkas keresztmetszetének 1/3-áig.,A mellkas keresztmetszetének 1/6-áig.,A mellkas keresztmetszetének 1/2-áig.,
289,,Milyen testhelyzetben kell a mellkaskompressziót végezni?,"A sérült mellé térdelve, nyújtott karokkal, felsőtestből mozogva.","A sérült mellé guggolva, nyújtott könyökkel combból rugózva.","A sérült mellé térdelve, hajlított kézzel, karból nyomva.",
290,,Újraélesztésnél a két kézfejet ujjaknál összekulcsolva az alsó tenyér párnás részét a mellkas középvonalára a szegycsont alsó harmadára helyezve a férfi mellbimbók vonalában kell a mellkast lenyomni.,Igaz.,Hamis.,,
291,,"Újraélesztésnél a kezünket ökölbe szorítva erőteljes ütéseket kell mérni a mellkasra, percenként 100-120 -szor.",Hamis.,Igaz.,,
292,,"Újraélesztésnél a test középvonalában a bordaív aljának vonalában kell erőteljes ütéseket kell mérni, percenként 100 -szor.",Hamis.,Igaz.,,
293,,Percenkét hány lenyomásra kell törekedni a mellkaskompresszió során?,100-120,2-30,220-230,
294,,Mellkas kompressziónál a mellkast mindig teljesen fel kell engedni.,Igaz.,Hamis.,,
295,,Mellkas kompressziónál a mellkast sosem szabad teljesen felengedni.,Hamis.,Igaz.,,
296,,Mennyi mellkaskompressziót kell végezni egymás után?,30,2,100,
297,,Legfeljebb mennyi ideig szüneteltethetjük a mellkas kompressziót?,5-10 másodperc,15-20 másodperc,25-30 másodperc,
298,,30 mellkas kompresszió után mennyi befúvást kell végezni?,2,1,3,
299,,Szájból szájba vagy szájból orrba kell a befúvást végrehajtani?,Mindkét módszer elfogadott.,Szájból szájba.,Szájból orrba.,
300,,"Mit kell tenni, ha több segítségnyújtó is van a közelben?","A segítség nyújtók két percenként váltják egymást, a kompressziót és a befúvást ugyanaz a segítségnyújtó hajtja végre.","A segítségnyújtók kiválasztják maguk közül a legrátermettebbet, és az a segítségnyújtó végzi a kompressziót és a befúvást a segítség megérkezéséig.","Annak az segítségnyújtónak aki először a helyszínre ért, a később érkezőket el kell küldenie, és egyedül kell végeznie a kompressziót és a befúvást.",
301,,"Végezheti-e a befúvást az egyik, a kompressziót a másik segítségnyújtó.",A páros munkára csak a kiképzett hivatásos ellátók vállalkozzanak akik képesek időveszteség nélkül összehangolni munkájukat.,Ez az ellátási mód ajánlott a kezdő elsősegélynyújtóknak.,Ez az ellátási mód Magyarországon kifejezetten tiltott.,
302,,Több sérült esetén mi a helyes ellátási sorrend?,"1. Eszméletlen, 2. Vérző, 3. Zúzódást szenvedett.","1. Vérző, 2. Eszméletlen, 3. Zúzódást szenvedett.","1. Eszméletlen, 2. Zúzódást szenvedett, 3. Vérző.",
303,,Több sérült esetén mi a helyes ellátási sorrend?,"1. Erős vérzés, 2. Nyílt comb törés, 3. Klinikai halott.","1. Nyílt comb törés, 2. Erős vérzés, 3. Klinikai halott.","1. Klinikai halott, 2. Erős vérzés, 3. Nyílt comb törés.",
304,,Több sérült esetén mi a helyes ellátási sorrend?,"1. Harmad fokú égés, 2. Zavart tudatú, 3. Horzsolások.","1. Zavart tudatú, 2. Harmad fokú égés, 3. Horzsolások.","1. Harmad fokú égés, 2. Horzsolások, 3. Zavart tudatú.",
305,,"Igaz-e, hogy a törés, a rándulás és a ficam tünetei és ellátása hasonlóak?",Igaz.,Hamis.,,
306,,Melyik sérülésre igaz az állítás? A csontszövet folytonossága megszakad.,Törés.,Rándulás.,Ficam.,
307,,"Melyik sérülésre igaz az állítás? A két csontvég kimozdul a helyéről, az ízületi tok és szalag megnyúlik, vagy elszakad, azonban az ízületi felszínek a helyükön maradnak.",Rándulás.,Törés.,Ficam.,
308,,Melyik sérülésre igaz az állítás? Az erőbehatás végén a csontvégek az ízületi vápából kimozdulva rendellenes pozícióban maradnak.,Ficam.,Rándulás.,Törés.,
309,,"Mely állítások igazak a törés, rándulás ficam ellátására.","Mozgatási tilalom, jegelés, borogatás, rögzítés.","Masszírozás, ékszerek eltávolítása, a sérült testrész melegen tartása.","Helyre rakás, sínbe rakás, izolációs fóliába tekerés, ",
310,,"Melyik vérzésre igaz az állítás? Gyenge intenzitású, nem ritkán csupán kisebb cseppekben jelentkezik a sérült bőrfelületen.",Kapilláris/hajszáleres.,Vénás/visszeres,Artériás/ütőeres,
311,,"Melyik vérzésre igaz az állítás? A vérzés intenzitása erős is lehet, a vér színe rendszerint sötétpiros.",Vénás/visszeres,Kapilláris/hajszáleres.,Artériás/ütőeres,
312,,"Melyik vérzésre igaz az állítás? A vérzés tipikus jellemzője az élénkpiros, lüktető sugárban távozó vér.",Artériás/ütőeres,Kapilláris/hajszáleres.,Vénás/visszeres,
313,,Melyik vérzéstípus ellátásának lényege a fedőkötés?,Kapilláris/hajszáleres.,Vénás/visszeres,Artériás/ütőeres,
314,,Melyik vérzéstípus ellátásának lényege a nyomókötés?,Vénás/visszeres,Kapilláris/hajszáleres.,Artériás/ütőeres,
315,,Melyik vérzéstípus ellátásának lényeges lépése a nyomáspont alkalmazása?,Artériás/ütőeres,Kapilláris/hajszáleres.,Vénás/visszeres,
316,,Mik a belső vérzés tünetei?,"Sápadtság, hideg, nedves bőr, szapora pulzus, szomjúság, fázás.","Végtag görcsök, levertség, megemelkedett testhőmérséklet, verejtékezés.","Hasfájás, hasmenés, hányinger, hányás, remegés, gyengeség.",
317,,Mik a sokk tünetei?,"Sápadtság, hideg, nedves bőr, szapora pulzus, szomjúság, fázás.","Végtag görcsök, levertség, megemelkedett testhőmérséklet, verejtékezés.","Hasfájás, hasmenés, hányinger, hányás, remegés, gyengeség.",
318,,"Igaz-e, hogy a sokkos állapot mindig életveszélyesnek tekinthető?",Igaz.,Hamis.,,
319,,Mitől alakul ki a sokkos állapot?,A szervezet folyadékháztartásának hirtelen megváltozásától.,A vér látványától.,Nagy öröm hatására.,
320,,"Medence, vagy gerinc sérültnél lehet-e sokkfektetést alkalmazni?",Nem.,Igen.,,
321,,Kell-e gerinc sérülésre gyanakodnunk magasból leesett sérültnél?,Igen.,Nem.,,
322,,Kell-e gerinc sérülésre gyanakodnunk lépcsőről leesett sérültnél?,Igen.,Nem.,,
323,,Kell-e gerinc sérülésre gyanakodnunk sekély vízbe ugrott sérültnél?,Igen.,Nem.,,
324,,Kell-e gerinc sérülésre gyanakodnunk hirtelen összeeső sérültnél?,Nem.,Igen.,,
325,,Mi a legfontosabb feladat az égési sérülések ellátásánál?,"Hűtés, hőelvonás.",Mozgatási tilalom.,Izolációs fólia használata.,
326,,Égési sérülés hűtésére mi a legmegfelelőbb?,Víz.,Tejföl.,Napolaj.,
327,,"Igaz-e, hogy égési sérült esetében a ruhákat és ékszereket el kell távolítani.","Igaz, de az égett területbe ragadt ruhákat/ruhadarabokat nem szabad eltávolítani.","Igaz, az égett területbe ragadt ruhákat/ruhadarabokat hirtelen kell kirántani a sebből.","Igaz, de csak az égett területbe ragadt ruhákat/ruhadarabokat kell eltávolítani.",
328,,Melyik állítás igaz égési sérülés estében?,Csak az égett testrészt és környékét kell hűteni.,Az egész testet kell hűteni.,Mindig a csuklókat kell hűteni.,
329,,Egészítse ki a mondatot! Az égés kiterjedésének mérésére a(z) … szabályt használjuk.,9-es,7-es,5-ös,
330,,"A napszúrás, vagy a tartós meleg hatására bekövetkezett rosszullét a súlyosabb?",A tartós meleg hatására.,A napszúrás.,Egyforma.,
331,,Melyek a napszúrás tünetei?,"Fejfájás, hányinger, hányás.","Kettős látás, tarkómerevség.",Nincs jellegzetes tünete.,
332,,Napszúrás és meleg okozta rosszullét esetén mi a kezelés módja?,"Árnyékba, szellős helyre kell vinni, lefektetni, meg kell itatni, hűtőborogatást alkalmazni.","Le kell venni a ruháit és az ékszereit, és stabil oldalfekvésbe kell rakni.",Izolációs fóliát kell használni.,
333,,Mi a hipotermia?,A testhőmérséklet tartósan 35 fok alá süllyed.,A betegségektől való kórós félelem.,A test hőmérséklete tartósan 40 fok fölé emelkedik.,
334,,Mi a hipotermia?,Kihűlés.,A betegségektől való kórós félelem.,Magas vérnyomás.,
335,,Mi a legfontosabb feladat a hipotermiás sérülések ellátásánál?,További hővesztés gátlása.,"Hűtés, hőelvonás.",Mozgatási tilalom.,
336,,Okozhat-e sokkos állapotot a hipotermiás sérült hirtelen felmelegítése?,Igen.,Nem.,,
337,,"Okozhat-e hipotermiás állapotot, az égési sérülést szenvedett, vagy lázas beteg túlzott hűtése?",Igen.,Nem.,,
338,,Indokolt-e mérgezés gyanúja esetén a mentőhívás?,Igen.,Nem.,,
339,,Mi a legfontosabb feladat mérgezést szenvedett sérült ellátásánál?,"Mérgezés okának kiderítése, mentőhívás, beteg állapotának figyelése.","Hányás- és hasmenés csillapítót adni, rendőrt hívni.","A mérget kiszívni, ellenmérget beadni. ",
340,,A szén-dioxid könnyebb a levegőnél?,Nem.,Igen.,,
341,,A szén-monoxid könnyebb a levegőnél?,Igen.,Nem.,,
342,,A szén-dioxid nehezebb a levegőnél?,Igen.,Nem.,,
343,,A szén-monoxid nehezebb a levegőnél?,Nem.,Igen.,,
344,,Mit kell tenni vélhetően gázzal telített térbe történő belépés előtt?,Alaposan kiszellőztetni.,"Leguggolni, és így menni be.","Semmit, mert nem szabad bemenni.",
345,,Milyen esetben alkalmazunk Heimlich-féle műfogást?,Fulladó sérültnél.,Vízből kiemelésnél.,Spriccelő vérzés elállítására.,
346,,Mit kell tenni a fulladó sérülttel?,Erőteljesen a lapockái közé csapni.,Stabil oldalfekvésbe kell helyezni.,Gégemetszést kell végrehajtani.,
347,,Mit kell tenni a fulladó sérülttel?,Heimlich-féle műfogást kell alkalmazni.,Stabil oldalfekvésbe kell helyezni.,Gégemetszést kell végrehajtani.,
348,,Maximum hányszor kell egymás után a fulladó lapockái közé csapni?,5-ször.,1-szer.,10-szer.,
349,,Maximum hányszor kell egymás után gyomortáji lökést alkalmazni a fulladón?,5-ször.,1-szer.,10-szer.,
350,,"Igaz-e, hogy először 5 lapockák közé mért ütést, majd 5 gyomortáji lökést kell alkalmazni a léguti idegen test távozásáig?",Igaz.,Hamis.,,
351,,"Indokolt-e mentőt hívni, ha sikerült megszüntetni a légúti elzáródást?",Igen.,Nem.,,
352,,Bele lehet-e fulladni sekély vízbe?,Igen.,Nem.,,
353,,"Veszélyes-e alkoholos, vagy bódult állapotban vízbe ugrani?",Igen.,Nem.,,
354,,"Mi az a növekvő négyszögek módszer, és hol használják?","Pásztázási módszer vízbe esett felkutatására, melyet tavi körülmények között használnak.","Pásztázási módszer vízbe esett felkutatására, melyet folyami körülmények között használnak.",Lékesedés esetén egyre nagyobb lékponyvát kell a lékre helyezni.,
355,,A növekvő négyszögek módszer használatakor hogyan változnak a megtett távolságok?,Minden második derékszögű forduló után az első hosszal növekszik a megtett út.,Minden második derékszögű forduló után duplázódik a megtett távolság.,Minden harmadik derékszögű forduló után duplázódik a megtett távolság.,
356,,Mit lát az ábrán?,A vízbeesettek keresésére szolgáló eltolt háromszögek módszerét.,Környezetre ártalmas anyagot szállító hajó megkülönböztető jelzését.,Hatósági hajó megkülönböztető jelzését.,Eltolt haromszogek modszere
357,,Hol használjuk az alábbi keresési módot?,Álló vízen.,Folyó vízen.,"Álló, és folyó vízen egyaránt.",Eltolt haromszogek modszere
358,,Az ábrán látható keresési módot hogyan hajtjuk végre?,"A fordulóknál a menetirányunkhoz képest 120 fokkal kell elfordulni, mindig azonos irányban.","A fordulóknál a menetirányunkhoz képest 60 fokkal kell elfordulni, mindig azonos irányban.","A fordulóknál a menetirányunkhoz képest 180 fokkal kell elfordulni, mindig azonos irányban.",Eltolt haromszogek modszere
359,,Mit lát az ábrán?,A vízbeesettek keresésére szolgáló növekvő négyzetek módszerét.,A diagonális palánkolási mód elvi vázlatát.,Szendvics szerkezetű műanyag hajó csúszásgátló felületének kiképzését.,Novekvo negyzetek modszere
360,,Hol használjuk az alábbi keresési módot?,Álló vízen.,Folyó vízen.,"Álló, és folyó vízen egyaránt.",Novekvo negyzetek modszere
361,,Az ábrán látható keresési módot hogyan hajtjuk végre?,"Két egymást követő szakasz egyforma hosszú, a következő kettő egy egységgel hosszabb.","Két egymást követő szakasz egyforma hosszú, a következő kettő hossza az előző duplája.","Két egymást követő szakasz egyforma hosszú, a következő kettő egy egységgel rövidebb.",Novekvo negyzetek modszere
362,,Hol használjuk az alábbi keresési módot?,Folyó vízen.,Álló vízen.,"Álló, és folyó vízen egyaránt.",Kigyo vonalban
363,,Az alábbiak közül melyik keresési módot/módokat használják álló vízen?,a. és b.,a. és c.,c.,Keresesi modok
364,,Az alábbiak közül melyik keresési módot/módokat használják folyó vízen?,c.,a. és b.,a.,Keresesi modok
365,,Folyamon a szem elől tévesztett bajbajutottat hogyan kell felkutatni?,"A bajbajutott feltételezett helye alá hajózok, majd parttól partig felfelé haladva vizsgálok át egy folyamszakaszt.","A bajbajutott feltételezett helye fölé hajózok, majd parttól partig lefelé haladva vizsgálok át egy folyamszakaszt.",Az eltolt háromszögek módszert alkalmazva keresem meg a bajbajutottat.,
366,,"Használható e vízből mentéshez például gumimatrac, vagy egyéb strandeszköz, ha nincs a hajón mentőpatkó, vagy mentőgyűrű?","Igen, szükség esetén bármilyen tárgy ami erre alkalmas, igénybe vehető az életmentéshez.","Nem, mert minden hajón van mentőgyűrű, vagy mentőpatkó.","Nem mert nem biztonságos, és kicsúszhat a bajbajutott alól.",
367,,Vízből mentésnél hogyan közelítjük meg a mentendőt álló vízen?,"Széllel szemben, legfeljebb negyed szélben.",Félszélben.,"Hátszélben, háromnegyed szélben.",
368,,Vízből mentésnél hogyan közelítjük meg a mentendőt folyó vízen?,Hegymenetben.,Völgymenetben.,"Hegymenetben, vagy völgymenetben szabadon választható.",
369,,A vízből mentésnél a mentendőt jobb vagy bal oldalról kell megközelíteni?,Mindegy.,Jobb.,Bal.,
370,,"A vízből mentésnél a mentendőt szél alól, vagy szél felől kell megközelíteni álló vízen?",Szél alól.,Szél felől.,Mindegy.,
371,,"Vízből mentésnél, milyen sebességgel kell a mentendő mellé érni?",Nullához közeli sebességgel.,A hajó manőversebességével.,Minél gyorsabban.,
372,,"Mit kell tennünk amikor a mentendő mellé érünk, ha gépi erővel közelítjük meg?","A gépet üresbe kell rakni, vagy le kell állítani.",A gépet előre menetbe kell hagyni.,A gépet hátramenetbe kell rakni.,
373,,Helyes-e a mentendő megközelítése az ábrán látható módon? A nyíl a folyás vagy a sodrás irányát jelöli.,Igen.,Nem.,,Mentes kgh jo 1
374,,Helyes-e a mentendő megközelítése az ábrán látható módon? A nyíl a folyás vagy a sodrás irányát jelöli.,Nem.,Igen.,,Mentes kgh rossz 1
